Código Cliente,Ano,Trimestre,Mês,Dia,Loja,Produto,SKU,Tamanho Pedido
29,2018,Trim 2,junho,9,Rio de Janeiro,Galaxy S10,HL1003,2
862,2018,Trim 2,junho,9,Salvador,Câmera Digital Rebel T6,HL1005,9
769,2018,Trim 2,junho,9,Salvador,Samsung Dual Core,HL1023,5
540,2018,Trim 2,junho,9,São Paulo,Galaxy J8,HL1014,3
510,2018,Trim 2,junho,9,São Paulo,Smart TV 50' 4K,HL1001,6
446,2018,Trim 2,junho,9,São Paulo,Smart Watch MI,HL1018,4
18,2018,Trim 2,junho,10,Belo Horizonte,Aspire 5,HL1024,1
656,2018,Trim 2,junho,10,Campinas,Aspire 5,HL1024,5
505,2018,Trim 2,junho,10,Campinas,Smart TV LED Full HD 55',HL1008,2
217,2018,Trim 2,junho,10,Curitiba,Smart Watch MI,HL1018,5
697,2018,Trim 2,junho,10,Fortaleza,Apple Watch,HL1004,5
157,2018,Trim 2,junho,10,Fortaleza,Moto Z,HL1020,3
348,2018,Trim 2,junho,10,Guarulhos,Câmera Digital Rebel T6,HL1005,4
321,2018,Trim 2,junho,10,Recife,Galaxy S10,HL1003,1
39,2018,Trim 2,junho,10,Recife,Samsung Dual Core,HL1023,1
321,2018,Trim 2,junho,10,Recife,Smart TV 50' 4K,HL1001,4
165,2018,Trim 2,junho,10,Recife,Smart TV LED Full HD 55',HL1008,3
421,2018,Trim 2,junho,10,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,10
202,2018,Trim 2,junho,10,São Paulo,Aspire 5,HL1024,3
50,2018,Trim 2,junho,10,São Paulo,Câmera Coolpix L340,HL1013,3
947,2018,Trim 2,junho,10,São Paulo,Moto G7,HL1009,9
541,2018,Trim 2,junho,10,São Paulo,Smart TV 50' 4K,HL1001,1
484,2018,Trim 2,junho,10,São Paulo,Smart TV LED Full HD 55',HL1008,2
150,2018,Trim 2,junho,11,Campinas,Smart TV 50' 4K,HL1001,1
732,2018,Trim 2,junho,11,Campinas,Smart Watch MI,HL1018,5
657,2018,Trim 2,junho,11,Fortaleza,Câmera Digital Sony Cyber,HL1015,5
565,2018,Trim 2,junho,11,Fortaleza,Galaxy S8,HL1021,5
621,2018,Trim 2,junho,11,Fortaleza,iPhone 6S,HL1010,5
426,2018,Trim 2,junho,11,Fortaleza,Moto G7,HL1009,1
130,2018,Trim 2,junho,11,Fortaleza,Smart TV 50' 4K,HL1001,4
116,2018,Trim 2,junho,11,Goiânia,iPhone 7,HL1002,2
530,2018,Trim 2,junho,11,Nova Iguaçu,Smart TV LED Full HD 55',HL1008,2
181,2018,Trim 2,junho,11,Porto Alegre,Moto G7,HL1009,2
32,2018,Trim 2,junho,11,Recife,Aspire 5,HL1024,3
805,2018,Trim 2,junho,11,Recife,Inspiron 15,HL1007,1
254,2018,Trim 2,junho,11,Recife,Smart TV 50' 4K,HL1001,1
20,2018,Trim 2,junho,11,Rio de Janeiro,Câmera Coolpix L340,HL1013,2
558,2018,Trim 2,junho,11,Rio de Janeiro,Dell G7,HL1012,3
28,2018,Trim 2,junho,11,Rio de Janeiro,iPhone 6S,HL1010,5
448,2018,Trim 2,junho,11,Salvador,Câmera Digital Sony Cyber,HL1015,5
170,2018,Trim 2,junho,11,Salvador,Samsung Dual Core,HL1023,1
725,2018,Trim 2,junho,11,São Paulo,Aspire 5,HL1024,1
49,2018,Trim 2,junho,11,São Paulo,Câmera Digital Rebel T6,HL1005,3
79,2018,Trim 2,junho,11,São Paulo,Câmera Digital Sony Cyber,HL1015,3
274,2018,Trim 2,junho,11,São Paulo,iPhone XS,HL1019,5
1378,2018,Trim 2,junho,11,São Paulo,Moto G7,HL1009,7
312,2018,Trim 2,junho,11,São Paulo,Samsung Dual Core,HL1023,3
617,2018,Trim 2,junho,11,São Paulo,Smart TV 50' 4K,HL1001,3
316,2018,Trim 2,junho,11,São Paulo,Smart Watch MI,HL1018,4
415,2018,Trim 2,junho,12,Belo Horizonte,iPhone 7,HL1002,5
190,2018,Trim 2,junho,12,Belo Horizonte,Tablet M10 Android,HL1011,1
346,2018,Trim 2,junho,12,Curitiba,Smart TV LED Full HD 55',HL1008,2
212,2018,Trim 2,junho,12,Guarulhos,Galaxy S10,HL1003,1
630,2018,Trim 2,junho,12,Guarulhos,iPhone 6S,HL1010,2
131,2018,Trim 2,junho,12,Niterói,Câmera Digital Rebel T6,HL1005,1
234,2018,Trim 2,junho,12,Recife,Câmera Digital Sony Cyber,HL1015,5
814,2018,Trim 2,junho,12,Recife,Smart Watch MI,HL1018,2
16,2018,Trim 2,junho,12,Salvador,Smart TV 50' 4K,HL1001,2
993,2018,Trim 2,junho,12,São Paulo,Aspire 5,HL1024,5
69,2018,Trim 2,junho,12,São Paulo,Galaxy S8,HL1021,5
725,2018,Trim 2,junho,12,São Paulo,Smart TV 50' 4K,HL1001,4
224,2018,Trim 2,junho,12,São Paulo,Smart TV LED Full HD 55',HL1008,3
439,2018,Trim 2,junho,13,Campinas,Smart Watch MI,HL1018,3
802,2018,Trim 2,junho,13,Fortaleza,Moto G7,HL1009,5
225,2018,Trim 2,junho,13,Goiânia,Apple Watch,HL1004,4
548,2018,Trim 2,junho,13,Guarulhos,Smart Watch MI,HL1018,4
604,2018,Trim 2,junho,13,Nova Iguaçu,Galaxy S8,HL1021,5
379,2018,Trim 2,junho,13,Nova Iguaçu,Samsung Dual Core,HL1023,5
99,2018,Trim 2,junho,13,Rio de Janeiro,Aspire 5,HL1024,3
571,2018,Trim 2,junho,13,Rio de Janeiro,Galaxy S10,HL1003,5
765,2018,Trim 2,junho,13,Salvador,Smart TV 50' 4K,HL1001,5
202,2018,Trim 2,junho,13,São Paulo,Câmera Digital Sony Cyber,HL1015,2
641,2018,Trim 2,junho,13,São Paulo,Galaxy S10,HL1003,4
145,2018,Trim 2,junho,13,São Paulo,Moto G7,HL1009,2
787,2018,Trim 2,junho,13,São Paulo,Smart TV 50' 4K,HL1001,5
447,2018,Trim 2,junho,14,Campinas,Smart TV 50' 4K,HL1001,3
556,2018,Trim 2,junho,14,Nova Iguaçu,Câmera Digital Sony Cyber,HL1015,1
33,2018,Trim 2,junho,14,Nova Iguaçu,Smart TV 50' 4K,HL1001,2
375,2018,Trim 2,junho,14,Porto Alegre,Aspire 5,HL1024,5
811,2018,Trim 2,junho,14,Porto Alegre,Câmera Digital Rebel T6,HL1005,4
555,2018,Trim 2,junho,14,Recife,Câmera Digital Sony Cyber,HL1015,4
268,2018,Trim 2,junho,14,Recife,Tablet M10 Android,HL1011,5
771,2018,Trim 2,junho,14,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,1
301,2018,Trim 2,junho,14,Salvador,Moto G7,HL1009,4
285,2018,Trim 2,junho,14,Salvador,Samsung Dual Core,HL1023,2
728,2018,Trim 2,junho,14,São Paulo,Samsung Dual Core,HL1023,4
424,2018,Trim 2,junho,14,São Paulo,Smart Watch MI,HL1018,3
359,2018,Trim 2,junho,15,Belo Horizonte,Inspiron 15,HL1007,3
251,2018,Trim 2,junho,15,Belo Horizonte,Smart TV 50' 4K,HL1001,5
657,2018,Trim 2,junho,15,Fortaleza,Smart TV 75' 4K,HL1017,3
622,2018,Trim 2,junho,15,Fortaleza,Smart TV LED Full HD 55',HL1008,5
241,2018,Trim 2,junho,15,Guarulhos,Apple Watch,HL1004,4
360,2018,Trim 2,junho,15,Porto Alegre,Câmera Digital Rebel T6,HL1005,5
669,2018,Trim 2,junho,15,Porto Alegre,Galaxy J8,HL1014,4
376,2018,Trim 2,junho,15,Recife,Aspire 5,HL1024,4
304,2018,Trim 2,junho,15,Recife,Câmera Coolpix L340,HL1013,1
32,2018,Trim 2,junho,15,Recife,Inspiron 15,HL1007,4
459,2018,Trim 2,junho,15,Recife,iPhone XS,HL1019,2
374,2018,Trim 2,junho,15,Rio de Janeiro,Galaxy S8,HL1021,3
571,2018,Trim 2,junho,15,Rio de Janeiro,iPhone 7,HL1002,3
298,2018,Trim 2,junho,15,Rio de Janeiro,Smart Watch MI,HL1018,3
247,2018,Trim 2,junho,15,Salvador,iPhone 7,HL1002,2
246,2018,Trim 2,junho,15,São Paulo,Câmera Digital Rebel T6,HL1005,4
613,2018,Trim 2,junho,16,Belo Horizonte,Inspiron 15,HL1007,3
631,2018,Trim 2,junho,16,Belo Horizonte,Smart TV 50' 4K,HL1001,5
178,2018,Trim 2,junho,16,Curitiba,Smart TV 50' 4K,HL1001,5
1,2018,Trim 2,junho,16,Curitiba,Smart TV LED Full HD 55',HL1008,4
738,2018,Trim 2,junho,16,Goiânia,Smart Watch MI,HL1018,3
6,2018,Trim 2,junho,16,Porto Alegre,Câmera Coolpix L340,HL1013,1
588,2018,Trim 2,junho,16,Porto Alegre,Câmera Digital Sony Cyber,HL1015,5
197,2018,Trim 2,junho,16,Recife,Câmera Coolpix L340,HL1013,2
964,2018,Trim 2,junho,16,Recife,Câmera Digital Sony Cyber,HL1015,4
882,2018,Trim 2,junho,16,Recife,Galaxy S8,HL1021,3
749,2018,Trim 2,junho,16,Rio de Janeiro,iPhone XS,HL1019,3
174,2018,Trim 2,junho,16,Salvador,Câmera Digital Rebel T6,HL1005,1
53,2018,Trim 2,junho,16,São Paulo,Câmera Digital Rebel T6,HL1005,2
617,2018,Trim 2,junho,16,São Paulo,Câmera Digital Sony Cyber,HL1015,5
57,2018,Trim 2,junho,16,São Paulo,iPhone 7,HL1002,3
446,2018,Trim 2,junho,16,São Paulo,Smart TV LED Full HD 55',HL1008,3
199,2018,Trim 2,junho,17,Campinas,Smart TV 50' 4K,HL1001,1
697,2018,Trim 2,junho,17,Fortaleza,Smart Watch MI,HL1018,5
502,2018,Trim 2,junho,17,Guarulhos,Aspire 5,HL1024,3
102,2018,Trim 2,junho,17,Guarulhos,iPhone 6S,HL1010,5
126,2018,Trim 2,junho,17,Guarulhos,Samsung Dual Core,HL1023,3
444,2018,Trim 2,junho,17,Porto Alegre,Câmera Digital Sony Cyber,HL1015,5
200,2018,Trim 2,junho,17,Porto Alegre,Smart TV LED Full HD 55',HL1008,5
377,2018,Trim 2,junho,17,Rio de Janeiro,Aspire 5,HL1024,5
368,2018,Trim 2,junho,17,Rio de Janeiro,Smart Watch MI,HL1018,2
275,2018,Trim 2,junho,17,Salvador,Smart Watch MI,HL1018,3
303,2018,Trim 2,junho,17,São Paulo,Inspiron 15,HL1007,5
111,2018,Trim 2,junho,17,São Paulo,iPhone XS,HL1019,3
57,2018,Trim 2,junho,17,São Paulo,Smart TV 50' 4K,HL1001,3
411,2018,Trim 2,junho,18,Campinas,Câmera Digital Rebel T6,HL1005,4
447,2018,Trim 2,junho,18,Campinas,Smart TV LED Full HD 55',HL1008,3
1,2018,Trim 2,junho,18,Curitiba,Galaxy S10,HL1003,4
215,2018,Trim 2,junho,18,Fortaleza,Câmera Digital Rebel T6,HL1005,3
269,2018,Trim 2,junho,18,Fortaleza,iPad 32GB Wifi,HL1022,1
349,2018,Trim 2,junho,18,Goiânia,Câmera Digital Sony Cyber,HL1015,4
299,2018,Trim 2,junho,18,Goiânia,Dell G7,HL1012,2
147,2018,Trim 2,junho,18,Goiânia,Galaxy S10,HL1003,5
177,2018,Trim 2,junho,18,Goiânia,Galaxy S8,HL1021,3
70,2018,Trim 2,junho,18,Recife,Smart TV LED Full HD 55',HL1008,2
625,2018,Trim 2,junho,18,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
769,2018,Trim 2,junho,18,Salvador,Galaxy S8,HL1021,3
100,2018,Trim 2,junho,18,Salvador,Smart Watch MI,HL1018,3
105,2018,Trim 2,junho,18,São Paulo,iPhone XS,HL1019,5
53,2018,Trim 2,junho,18,São Paulo,Moto G7,HL1009,5
196,2018,Trim 2,junho,18,São Paulo,Smart Watch MI,HL1018,2
415,2018,Trim 2,junho,19,Belo Horizonte,Câmera Digital Rebel T6,HL1005,1
562,2018,Trim 2,junho,19,Goiânia,Smart TV 50' 4K,HL1001,4
523,2018,Trim 2,junho,19,Niterói,Câmera Digital Rebel T6,HL1005,4
132,2018,Trim 2,junho,19,Porto Alegre,Câmera Digital Rebel T6,HL1005,3
321,2018,Trim 2,junho,19,Recife,iPhone 7,HL1002,2
125,2018,Trim 2,junho,19,Rio de Janeiro,Dell G7,HL1012,1
817,2018,Trim 2,junho,19,Rio de Janeiro,Smart Watch MI,HL1018,1
15,2018,Trim 2,junho,19,Salvador,Samsung Dual Core,HL1023,2
583,2018,Trim 2,junho,19,Salvador,Tablet M10 Android,HL1011,1
303,2018,Trim 2,junho,19,São Paulo,Aspire 5,HL1024,3
737,2018,Trim 2,junho,19,São Paulo,Dell G7,HL1012,2
140,2018,Trim 2,junho,19,São Paulo,Smart TV LED Full HD 55',HL1008,1
357,2018,Trim 2,junho,20,Belo Horizonte,iPhone XS,HL1019,2
292,2018,Trim 2,junho,20,Fortaleza,Smart TV LED Full HD 55',HL1008,1
426,2018,Trim 2,junho,20,Fortaleza,Smart Watch MI,HL1018,1
532,2018,Trim 2,junho,20,Goiânia,Inspiron 15,HL1007,4
671,2018,Trim 2,junho,20,Niterói,Smart Watch MI,HL1018,4
432,2018,Trim 2,junho,20,Porto Alegre,Smart TV LED Full HD 55',HL1008,3
518,2018,Trim 2,junho,20,Recife,Câmera Digital Sony Cyber,HL1015,4
805,2018,Trim 2,junho,20,Recife,Galaxy J8,HL1014,5
76,2018,Trim 2,junho,20,Rio de Janeiro,Galaxy J8,HL1014,5
232,2018,Trim 2,junho,20,Salvador,Samsung Dual Core,HL1023,5
104,2018,Trim 2,junho,20,São Paulo,Câmera Digital Rebel T6,HL1005,1
737,2018,Trim 2,junho,20,São Paulo,iPhone 7,HL1002,5
541,2018,Trim 2,junho,20,São Paulo,Moto G7,HL1009,2
114,2018,Trim 2,junho,20,São Paulo,Samsung Dual Core,HL1023,3
725,2018,Trim 2,junho,20,São Paulo,Smart Watch MI,HL1018,5
400,2018,Trim 2,junho,20,São Paulo,Tablet M10 Android,HL1011,2
793,2018,Trim 2,junho,21,Campinas,Apple Watch,HL1004,1
643,2018,Trim 2,junho,21,Curitiba,Câmera Digital Sony Cyber,HL1015,5
171,2018,Trim 2,junho,21,Fortaleza,Inspiron 15,HL1007,1
740,2018,Trim 2,junho,21,Fortaleza,Moto Z,HL1020,2
159,2018,Trim 2,junho,21,Porto Alegre,Inspiron 15,HL1007,1
181,2018,Trim 2,junho,21,Porto Alegre,Samsung Dual Core,HL1023,2
804,2018,Trim 2,junho,21,Rio de Janeiro,Aspire 5,HL1024,2
362,2018,Trim 2,junho,21,Rio de Janeiro,Câmera Digital Rebel T6,HL1005,4
331,2018,Trim 2,junho,21,Rio de Janeiro,Galaxy S8,HL1021,4
534,2018,Trim 2,junho,21,Salvador,Aspire 5,HL1024,4
559,2018,Trim 2,junho,21,Salvador,Câmera Coolpix L340,HL1013,1
252,2018,Trim 2,junho,21,Salvador,Câmera Digital Sony Cyber,HL1015,4
16,2018,Trim 2,junho,21,Salvador,Galaxy S8,HL1021,4
245,2018,Trim 2,junho,21,Salvador,Samsung Dual Core,HL1023,3
712,2018,Trim 2,junho,21,Salvador,Smart TV 50' 4K,HL1001,5
534,2018,Trim 2,junho,21,Salvador,Smart TV LED Full HD 55',HL1008,3
737,2018,Trim 2,junho,21,São Paulo,Aspire 5,HL1024,4
310,2018,Trim 2,junho,21,São Paulo,Galaxy J8,HL1014,4
450,2018,Trim 2,junho,21,São Paulo,Moto Z,HL1020,2
196,2018,Trim 2,junho,21,São Paulo,Smart TV 50' 4K,HL1001,3
295,2018,Trim 2,junho,22,Belo Horizonte,Aspire 5,HL1024,4
58,2018,Trim 2,junho,22,Belo Horizonte,Galaxy S8,HL1021,1
508,2018,Trim 2,junho,22,Belo Horizonte,Moto G7,HL1009,3
397,2018,Trim 2,junho,22,Belo Horizonte,Smart Watch MI,HL1018,5
108,2018,Trim 2,junho,22,Campinas,Galaxy S8,HL1021,2
215,2018,Trim 2,junho,22,Fortaleza,Câmera Digital Rebel T6,HL1005,3
504,2018,Trim 2,junho,22,Fortaleza,Dell G7,HL1012,3
340,2018,Trim 2,junho,22,Guarulhos,Smart TV 50' 4K,HL1001,1
688,2018,Trim 2,junho,22,Niterói,Samsung Dual Core,HL1023,5
117,2018,Trim 2,junho,22,Recife,Galaxy S8,HL1021,1
672,2018,Trim 2,junho,22,Recife,iPhone XS,HL1019,2
820,2018,Trim 2,junho,22,Recife,Moto G7,HL1009,1
134,2018,Trim 2,junho,22,Rio de Janeiro,Aspire 5,HL1024,3
331,2018,Trim 2,junho,22,Rio de Janeiro,Galaxy S8,HL1021,4
237,2018,Trim 2,junho,22,Salvador,Câmera Digital Sony Cyber,HL1015,1
15,2018,Trim 2,junho,22,Salvador,Moto G7,HL1009,2
559,2018,Trim 2,junho,22,Salvador,Smart TV 50' 4K,HL1001,5
105,2018,Trim 2,junho,22,São Paulo,Galaxy J8,HL1014,5
303,2018,Trim 2,junho,22,São Paulo,iPhone 7,HL1002,4
55,2018,Trim 2,junho,22,São Paulo,Smart TV 75' 4K,HL1017,3
400,2018,Trim 2,junho,22,São Paulo,Smart Watch MI,HL1018,1
379,2018,Trim 2,junho,23,Belo Horizonte,iPhone 7,HL1002,5
975,2018,Trim 2,junho,23,Belo Horizonte,Smart TV 50' 4K,HL1001,8
740,2018,Trim 2,junho,23,Fortaleza,iPhone 7,HL1002,4
457,2018,Trim 2,junho,23,Guarulhos,Dell G7,HL1012,3
189,2018,Trim 2,junho,23,Porto Alegre,Câmera Digital Rebel T6,HL1005,4
696,2018,Trim 2,junho,23,Porto Alegre,Samsung Dual Core,HL1023,2
652,2018,Trim 2,junho,23,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,3
92,2018,Trim 2,junho,23,Rio de Janeiro,Dell G7,HL1012,3
788,2018,Trim 2,junho,23,Rio de Janeiro,Galaxy J8,HL1014,2
226,2018,Trim 2,junho,23,Rio de Janeiro,Smart TV 50' 4K,HL1001,4
736,2018,Trim 2,junho,23,Salvador,Câmera Digital Rebel T6,HL1005,8
34,2018,Trim 2,junho,23,Salvador,Smart TV 50' 4K,HL1001,1
1107,2018,Trim 2,junho,23,São Paulo,Galaxy S10,HL1003,3
776,2018,Trim 2,junho,23,São Paulo,Galaxy S8,HL1021,1
540,2018,Trim 2,junho,23,São Paulo,Inspiron 15,HL1007,3
429,2018,Trim 2,junho,23,São Paulo,Smart TV 50' 4K,HL1001,4
725,2018,Trim 2,junho,23,São Paulo,Smart TV LED Full HD 55',HL1008,3
617,2018,Trim 2,junho,23,São Paulo,TV LED 32',HL1006,5
581,2018,Trim 2,junho,24,Belo Horizonte,Smart TV LED Full HD 55',HL1008,4
265,2018,Trim 2,junho,24,Campinas,Câmera Digital Rebel T6,HL1005,5
347,2018,Trim 2,junho,24,Campinas,Inspiron 15,HL1007,2
519,2018,Trim 2,junho,24,Fortaleza,Aspire 5,HL1024,1
468,2018,Trim 2,junho,24,Fortaleza,Samsung Dual Core,HL1023,3
759,2018,Trim 2,junho,24,Goiânia,Galaxy S10,HL1003,4
410,2018,Trim 2,junho,24,Guarulhos,Smart Watch MI,HL1018,3
488,2018,Trim 2,junho,24,Niterói,Câmera Coolpix L340,HL1013,2
648,2018,Trim 2,junho,24,Niterói,TV LED 32',HL1006,3
129,2018,Trim 2,junho,24,Porto Alegre,Câmera Digital Rebel T6,HL1005,1
266,2018,Trim 2,junho,24,Porto Alegre,Inspiron 15,HL1007,3
808,2018,Trim 2,junho,24,Porto Alegre,Moto G7,HL1009,2
459,2018,Trim 2,junho,24,Recife,Moto G7,HL1009,4
537,2018,Trim 2,junho,24,Rio de Janeiro,Aspire 5,HL1024,2
616,2018,Trim 2,junho,24,Rio de Janeiro,Moto G7,HL1009,6
788,2018,Trim 2,junho,24,Rio de Janeiro,Smart TV 50' 4K,HL1001,5
405,2018,Trim 2,junho,24,Rio de Janeiro,Smart TV LED Full HD 55',HL1008,3
800,2018,Trim 2,junho,24,Salvador,Câmera Coolpix L340,HL1013,1
448,2018,Trim 2,junho,24,Salvador,Câmera Digital Rebel T6,HL1005,5
216,2018,Trim 2,junho,24,Salvador,iPhone XS,HL1019,4
617,2018,Trim 2,junho,24,São Paulo,Galaxy J8,HL1014,4
724,2018,Trim 2,junho,25,Belo Horizonte,Samsung Dual Core,HL1023,1
243,2018,Trim 2,junho,25,Campinas,Câmera Digital Rebel T6,HL1005,3
720,2018,Trim 2,junho,25,Curitiba,iPad 32GB Wifi,HL1022,3
818,2018,Trim 2,junho,25,Fortaleza,Smart TV LED Full HD 55',HL1008,5
434,2018,Trim 2,junho,25,Niterói,Câmera Digital Sony Cyber,HL1015,3
554,2018,Trim 2,junho,25,Porto Alegre,Câmera Digital Rebel T6,HL1005,4
129,2018,Trim 2,junho,25,Porto Alegre,Câmera Digital Sony Cyber,HL1015,1
822,2018,Trim 2,junho,25,Recife,iPhone XS,HL1019,3
70,2018,Trim 2,junho,25,Recife,Smart Watch MI,HL1018,5
499,2018,Trim 2,junho,25,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,1
775,2018,Trim 2,junho,25,Salvador,Moto G7,HL1009,3
264,2018,Trim 2,junho,25,Salvador,Smart TV 50' 4K,HL1001,1
145,2018,Trim 2,junho,25,São Paulo,Câmera Digital Sony Cyber,HL1015,1
371,2018,Trim 2,junho,25,São Paulo,Moto G7,HL1009,7
1510,2018,Trim 2,junho,25,São Paulo,Samsung Dual Core,HL1023,7
93,2018,Trim 2,junho,26,Curitiba,Galaxy J8,HL1014,1
292,2018,Trim 2,junho,26,Fortaleza,Aspire 5,HL1024,4
519,2018,Trim 2,junho,26,Fortaleza,Câmera Digital Sony Cyber,HL1015,5
133,2018,Trim 2,junho,26,Fortaleza,iPhone 7,HL1002,1
719,2018,Trim 2,junho,26,Fortaleza,Moto G7,HL1009,1
480,2018,Trim 2,junho,26,Fortaleza,Smart Watch MI,HL1018,1
738,2018,Trim 2,junho,26,Goiânia,Câmera Coolpix L340,HL1013,1
83,2018,Trim 2,junho,26,Guarulhos,Moto G7,HL1009,2
570,2018,Trim 2,junho,26,Guarulhos,Smart TV 50' 4K,HL1001,10
78,2018,Trim 2,junho,26,Nova Iguaçu,Samsung Dual Core,HL1023,2
522,2018,Trim 2,junho,26,Porto Alegre,Inspiron 15,HL1007,2
777,2018,Trim 2,junho,26,Recife,Apple Watch,HL1004,1
1101,2018,Trim 2,junho,26,Rio de Janeiro,Câmera Digital Sony Cyber,HL1015,5
213,2018,Trim 2,junho,26,Rio de Janeiro,Galaxy S10,HL1003,2
109,2018,Trim 2,junho,26,Salvador,iPhone XS,HL1019,4
90,2018,Trim 2,junho,26,Salvador,TV LED 32',HL1006,3
461,2018,Trim 2,junho,26,São Paulo,Câmera Coolpix L340,HL1013,7
737,2018,Trim 2,junho,26,São Paulo,Câmera Digital Rebel T6,HL1005,2
424,2018,Trim 2,junho,26,São Paulo,Câmera Digital Sony Cyber,HL1015,2
310,2018,Trim 2,junho,26,São Paulo,Galaxy S10,HL1003,5
79,2018,Trim 2,junho,26,São Paulo,Inspiron 15,HL1007,4
650,2018,Trim 2,junho,26,São Paulo,Moto G7,HL1009,5
458,2018,Trim 2,junho,27,Fortaleza,Câmera Digital Rebel T6,HL1005,3
504,2018,Trim 2,junho,27,Fortaleza,iPhone 6S,HL1010,3
557,2018,Trim 2,junho,27,Fortaleza,Smart Watch MI,HL1018,2
351,2018,Trim 2,junho,27,Goiânia,Câmera Coolpix L340,HL1013,3
299,2018,Trim 2,junho,27,Goiânia,Galaxy J8,HL1014,3
438,2018,Trim 2,junho,27,Goiânia,iPhone 7,HL1002,1
89,2018,Trim 2,junho,27,Goiânia,iPhone XS,HL1019,5
83,2018,Trim 2,junho,27,Guarulhos,Inspiron 15,HL1007,5
401,2018,Trim 2,junho,27,Niterói,Galaxy S8,HL1021,1
616,2018,Trim 2,junho,27,Recife,Tablet M10 Android,HL1011,1
544,2018,Trim 2,junho,27,Salvador,Smart TV 50' 4K,HL1001,4
631,2018,Trim 2,junho,28,Belo Horizonte,Câmera Digital Rebel T6,HL1005,3
427,2018,Trim 2,junho,28,Campinas,iPhone 6S,HL1010,4
210,2018,Trim 2,junho,28,Curitiba,Câmera Coolpix L340,HL1013,3
133,2018,Trim 2,junho,28,Fortaleza,Câmera Coolpix L340,HL1013,1
621,2018,Trim 2,junho,28,Fortaleza,Smart TV LED Full HD 55',HL1008,5
809,2018,Trim 2,junho,28,Niterói,Inspiron 15,HL1007,5
24,2018,Trim 2,junho,28,Nova Iguaçu,Câmera Coolpix L340,HL1013,3
516,2018,Trim 2,junho,28,Nova Iguaçu,Câmera Digital Sony Cyber,HL1015,1
701,2018,Trim 2,junho,28,Nova Iguaçu,Dell G7,HL1012,1
189,2018,Trim 2,junho,28,Porto Alegre,Inspiron 15,HL1007,2
416,2018,Trim 2,junho,28,Porto Alegre,Smart TV 50' 4K,HL1001,3
81,2018,Trim 2,junho,28,Recife,Câmera Digital Sony Cyber,HL1015,1
667,2018,Trim 2,junho,28,Recife,Inspiron 15,HL1007,5
728,2018,Trim 2,junho,28,São Paulo,Câmera Digital Rebel T6,HL1005,2
446,2018,Trim 2,junho,28,São Paulo,Galaxy S8,HL1021,1
382,2018,Trim 2,junho,28,São Paulo,iPhone XS,HL1019,3
773,2018,Trim 2,junho,28,São Paulo,Smart TV 50' 4K,HL1001,1
541,2018,Trim 2,junho,28,São Paulo,Smart Watch Galaxy,HL1016,4
59,2018,Trim 2,junho,29,Campinas,Moto G7,HL1009,1
720,2018,Trim 2,junho,29,Curitiba,Câmera Coolpix L340,HL1013,1
781,2018,Trim 2,junho,29,Fortaleza,Câmera Digital Rebel T6,HL1005,2
539,2018,Trim 2,junho,29,Goiânia,iPhone 7,HL1002,3
222,2018,Trim 2,junho,29,Niterói,Câmera Digital Sony Cyber,HL1015,4
633,2018,Trim 2,junho,29,Recife,Moto Z,HL1020,1
227,2018,Trim 2,junho,29,Recife,Smart Watch MI,HL1018,3
573,2018,Trim 2,junho,29,Rio de Janeiro,Galaxy S8,HL1021,3
259,2018,Trim 2,junho,29,Rio de Janeiro,Moto G7,HL1009,4
245,2018,Trim 2,junho,29,Salvador,Apple Watch,HL1004,5
534,2018,Trim 2,junho,29,Salvador,Smart TV 50' 4K,HL1001,3
57,2018,Trim 2,junho,29,São Paulo,Câmera Digital Rebel T6,HL1005,2
725,2018,Trim 2,junho,29,São Paulo,Câmera Digital Sony Cyber,HL1015,3
50,2018,Trim 2,junho,29,São Paulo,iPhone 7,HL1002,1
772,2018,Trim 2,junho,29,São Paulo,iPhone XS,HL1019,4
18,2018,Trim 2,junho,30,Belo Horizonte,Câmera Digital Rebel T6,HL1005,5
338,2018,Trim 2,junho,30,Curitiba,Inspiron 15,HL1007,4
580,2018,Trim 2,junho,30,Fortaleza,iPhone 7,HL1002,1
225,2018,Trim 2,junho,30,Goiânia,Smart Watch Galaxy,HL1016,2
627,2018,Trim 2,junho,30,Nova Iguaçu,Galaxy S8,HL1021,5
14,2018,Trim 2,junho,30,Nova Iguaçu,Smart TV LED Full HD 55',HL1008,4
92,2018,Trim 2,junho,30,Rio de Janeiro,Smart Watch MI,HL1018,5
594,2018,Trim 2,junho,30,Salvador,Moto G7,HL1009,4
104,2018,Trim 2,junho,30,São Paulo,Galaxy S10,HL1003,1
540,2018,Trim 2,junho,30,São Paulo,iPhone XS,HL1019,5
540,2018,Trim 2,junho,30,São Paulo,Smart TV 75' 4K,HL1017,1
145,2018,Trim 2,junho,30,São Paulo,Smart TV LED Full HD 55',HL1008,1
724,2018,Trim 3,julho,1,Belo Horizonte,Apple Watch,HL1004,1
96,2018,Trim 3,julho,1,Campinas,Câmera Digital Rebel T6,HL1005,5
